site,year,county_name,state,statefip,countyfip,statefip_countyfip,source,pop_adult_AIAN_any_ethnicity,pop_adult_A_any_ethnicity,pop_adult_PI_any_ethnicity,pop_adult_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_hispanic_any_race,pop_adult_white_any_ethnicity,pop_adult_white_non_hispanic,pop_total_AIAN_any_ethnicity,pop_total_AIAN_female_any_ethnicity,pop_total_AIAN_male_any_ethnicity,pop_total_A_any_ethnicity,pop_total_A_female_any_ethnicity,pop_total_A_male_any_ethnicity,pop_total_PI_any_ethnicity,pop_total_PI_female_any_ethnicity,pop_total_PI_male_any_ethnicity,pop_total_any_ethnicity,pop_total_black_any_ethnicity,pop_total_black_female_any_ethnicity,pop_total_black_male_any_ethnicity,pop_total_female_any_ethnicity,pop_total_hispanic_any_race,pop_total_hispanic_female_any_race,pop_total_hispanic_male_any_race,pop_total_male_any_ethnicity,pop_total_white_any_ethnicity,pop_total_white_female_any_ethnicity,pop_total_white_female_non_hispanic,pop_total_white_male_any_ethnicity,pop_total_white_male_non_hispanic,pop_total_white_non_hispanic,pop_total_non_hispanic,pop_total_black_non_hispanic,pop_total_AIAN_non_hispanic,pop_total_A_non_hispanic,pop_total_PI_non_hispanic,pop_total_white_hispanic_only,pop_total_black_hispanic_only,pop_total_AIAN_hispanic_only,pop_total_A_hispanic_only,pop_total_PI_hispanic_only,pop_total_API_any_ethnicity,pop_total_API_male_any_ethnicity,pop_total_API_female_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_total_poc,pop_total_poc_male,pop_total_poc_female,pop_adult_poc
Cook,2023,Cook,Illinois,17,031,17031,2023 1/5 Year ACS,36734,338348,2152,4031646,871357,1003440,1842327,1712898,46664,24141,22523,406650,210519,196131,2633,1386,1247,5087072,1116814,608704,508110,2605602,1371726,675087,696639,2481470,2216117,1128433,1029630,1087684,1002704,2032334,3811778,1148288,3593,397936,1288,306324,17537,34914,4583,1345,409283,197378,211905,340500,399224,2870955,728011,844750,2189319
Cook,2024,Cook,Illinois,17,031,17031,2024 1/5 Year ACS,47219,366284,1961,4129691,874219,1043589,1863469,1731811,62982,32043,30939,433543,222684,210859,2389,1357,1032,5182617,1112885,610344,502541,2654713,1412401,694523,717878,2527904,2236628,1134755,1036219,1101873,1014711,2050930,3794927,1130881,3815,407859,1288,180408,17185,43518,3919,1101,435932,211891,224041,368245,409147,2945989,745371,866428,2266222
East Baton Rouge,2014,East Baton Rouge,Louisiana,22,033,22033,2014 1/5 Year ACS,610,11569,50,344448,146720,12337,178793,168924,712,307,405,14583,7497,7086,103,55,48,446042,204613,109994,94619,232284,17238,7881,9357,213758,216944,110046,103730,106898,99542,203272,426800,200711,576,13654,103,11822,1013,136,15,0,14686,7134,7552,11619,13757,229098,102158,117853,165655
East Baton Rouge,2015,East Baton Rouge,Louisiana,22,033,22033,2015 1/5 Year ACS,605,12558,83,345004,146840,12676,176443,168436,741,327,414,15637,7509,8128,133,54,79,446753,202021,108848,93173,232336,17845,8139,9706,214417,212567,107020,103431,105547,99113,202544,427548,201634,581,14240,133,12258,850,160,18,0,15770,8207,7563,12641,14373,234186,101794,116738,168561
East Baton Rouge,2016,East Baton Rouge,Louisiana,22,033,22033,2016 1/5 Year ACS,674,11857,69,345899,149262,12654,174631,168106,824,421,403,14660,7212,7448,89,27,62,447037,205707,110438,95269,233655,17998,8291,9707,213382,210180,107683,102873,102497,98407,201280,428097,202783,674,14368,89,11234,985,150,15,0,14749,7510,7239,11926,14457,236857,103182,118098,171268
East Baton Rouge,2017,East Baton Rouge,Louisiana,22,033,22033,2017 1/5 Year ACS,784,13100,106,344772,148752,12870,173615,166176,944,366,578,16138,7851,8287,123,44,79,446268,205147,109528,95619,231547,18766,8061,10705,214721,208844,106174,101830,102670,97402,199232,428342,203276,644,15134,123,11117,802,300,12,0,16261,8366,7895,13206,15257,237424,104563,117789,171157
East Baton Rouge,2018,East Baton Rouge,Louisiana,22,033,22033,2018 1/5 Year ACS,746,10850,82,340776,148542,12376,170597,163015,857,359,498,12497,5965,6532,117,37,80,440956,204056,109943,94113,230235,18539,8660,9879,210721,205202,105017,99807,100185,95193,195000,426182,203285,585,13935,117,10607,751,272,11,0,12614,6612,6002,10932,14052,235754,101223,116304,170179
East Baton Rouge,2019,East Baton Rouge,Louisiana,22,033,22033,2019 1/5 Year ACS,663,11472,154,339986,150783,12585,166799,160975,795,397,398,14125,6942,7183,205,41,164,440059,207515,112142,95373,229400,19381,7619,11762,210659,202115,103537,99004,98578,93858,192862,425198,203920,586,14101,205,9764,642,209,24,0,14330,7347,6983,11626,14306,237944,103118,119522,173187
East Baton Rouge,2020,East Baton Rouge,Louisiana,22,033,22033,2020 1/5 Year ACS,820,11602,179,342383,146942,12630,170245,163912,891,461,430,14101,6842,7259,299,92,207,443158,202462,108385,94077,231321,18896,8602,10294,211837,204784,104713,100484,100071,95737,196221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,7466,6934,11781,NA,238374,101973,115780,172138
East Baton Rouge,2020,East Baton Rouge,Louisiana,22,033,22033,2019 1/5 Year ACS,663,11472,154,339986,150783,12585,166799,160975,795,397,398,14125,6942,7183,205,41,164,440059,207515,112142,95373,229400,19381,7619,11762,210659,202115,103537,99004,98578,93858,192862,425198,203920,586,14101,205,9764,642,209,24,0,14330,7347,6983,11626,14306,237944,103118,119522,173187
East Baton Rouge,2021,East Baton Rouge,Louisiana,22,033,22033,2021 1/5 Year ACS,630,11974,43,350319,150694,13352,163444,161607,774,439,335,14426,6777,7649,74,21,53,453301,207856,110867,96989,236706,20775,9994,10781,216595,196070,99963,99108,96107,94890,193998,435520,205826,492,14096,74,7011,853,282,18,0,14500,7702,6798,12017,14170,257231,105026,118104,186875
East Baton Rouge,2022,East Baton Rouge,Louisiana,22,033,22033,2022 1/5 Year ACS,551,12632,0,350698,153125,14004,163027,161276,691,430,261,15193,7453,7740,0,0,0,450544,206918,111875,95043,235342,21618,10009,11609,215202,192992,98753,97843,94239,93284,191127,433887,204823,469,14077,0,5543,625,222,26,0,15193,7740,7453,12632,14077,257552,103044,119758,187671
East Baton Rouge,2023,East Baton Rouge,Louisiana,22,033,22033,2023 1/5 Year ACS,763,12610,83,347618,145392,19812,158057,155833,996,512,484,14888,7528,7360,83,83,0,448467,193498,104812,88686,234231,30281,14385,15896,214236,188433,96003,95412,92430,90420,185832,422994,199540,487,14218,83,5460,864,509,58,0,14971,7360,7611,12693,14301,260034,96530,112935,189561
East Baton Rouge,2024,East Baton Rouge,Louisiana,22,033,22033,2024 1/5 Year ACS,558,14151,40,351002,151037,21217,159012,156016,795,401,394,17385,9065,8320,40,40,0,453022,197710,108317,89393,236592,33083,15273,17810,216430,190096,97726,96002,92370,90461,186463,421853,197264,426,14934,40,3751,890,369,10,0,17425,8320,9105,14191,14974,262926,98107,117823,191990
Harris,2014,Harris,Texas,48,201,48201,2014 1/5 Year ACS,14346,233119,2316,3236138,615199,1227055,2053110,1124738,20502,11207,9295,294735,149279,145456,2892,1452,1440,4441370,847404,450553,396851,2231248,1855540,906589,948951,2210122,2802876,1395156,697239,1407720,692257,1389496,2503125,789802,8161,272171,2495,1312863,17717,12567,2183,397,297627,146896,150731,235435,274666,1638494,553042,612491,1183028
Harris,2015,Harris,Texas,48,201,48201,2015 1/5 Year ACS,11927,250018,2380,3313615,626710,1265299,2118409,1131221,16777,7687,9090,314955,160724,154231,3060,1408,1652,4538028,856485,454245,402240,2280516,1904959,932238,972721,2257512,2899194,1442047,701475,1457147,696347,1397822,2545642,804534,7779,284361,2545,1369911,17152,11743,1970,515,318015,155883,162132,252398,286906,1638834,567213,624064,1195206
Harris,2016,Harris,Texas,48,201,48201,2016 1/5 Year ACS,10698,252286,2261,3350806,640257,1292896,2115132,1125677,15178,7616,7562,317740,163574,154166,3155,1419,1736,4589928,874306,462577,411729,2308902,1945621,953038,992583,2281026,2880994,1429303,696944,1451691,691187,1388131,2578653,821066,7640,293797,2686,1422067,18283,12056,1995,469,320895,155902,164993,254547,296483,1708934,575193,635186,1235674
Harris,2017,Harris,Texas,48,201,48201,2017 1/5 Year ACS,14069,264390,2111,3403498,647115,1334291,2175492,1115052,18632,9852,8780,329588,169832,159756,3091,1310,1781,4652980,880266,468112,412154,2339354,1998479,978494,1019985,2313626,2969448,1474028,689763,1495420,685431,1375194,2614984,838285,8078,307109,2543,1477712,18837,11387,2291,548,332679,161537,171142,266501,309652,1683532,582471,649106,1228006
Harris,2018,Harris,Texas,48,201,48201,2018 1/5 Year ACS,14791,267386,2302,3446935,661794,1367902,2113157,1103366,21230,10963,10267,331452,172289,159163,3129,1459,1670,4698619,901166,478936,422230,2364072,2035306,997437,1037869,2334547,2868885,1429055,682046,1439830,677059,1359105,2643560,855008,8147,317911,2456,1508310,20339,10239,2664,673,334581,160833,173748,269688,320367,1829734,593330,663647,1333778
Harris,2019,Harris,Texas,48,201,48201,2019 1/5 Year ACS,15448,268403,2225,3467885,667649,1394117,2131566,1092181,20316,10598,9718,331518,170549,160969,3104,1416,1688,4713325,901998,482191,419807,2373696,2061019,1010936,1050083,2339629,2895713,1446986,674893,1448727,670244,1345137,2651515,863044,8105,321392,2441,1531042,21248,11164,2896,663,334622,162657,171965,270628,323833,1817612,592182,664754,1336319
Harris,2020,Harris,Texas,48,201,48201,2020 1/5 Year ACS,14846,263332,2187,3431658,654081,1361077,1975604,1099166,19619,10270,9349,330309,170892,159417,2893,1513,1380,4680609,888431,471993,416438,2356526,2016625,989109,1027516,2324083,2669438,1330927,680715,1338511,676037,1356752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333202,160797,172405,265519,NA,2011171,586584,654668,1456054
Harris,2020,Harris,Texas,48,201,48201,2019 1/5 Year ACS,15448,268403,2225,3467885,667649,1394117,2131566,1092181,20316,10598,9718,331518,170549,160969,3104,1416,1688,4713325,901998,482191,419807,2373696,2061019,1010936,1050083,2339629,2895713,1446986,674893,1448727,670244,1345137,2651515,863044,8105,321392,2441,1531042,21248,11164,2896,663,334622,162657,171965,270628,323833,1817612,592182,664754,1336319
Harris,2021,Harris,Texas,48,201,48201,2021 1/5 Year ACS,30901,272293,2101,3487047,653813,1440271,1227040,1034408,41960,20678,21282,335457,171734,163723,2885,1582,1303,4728030,881271,467882,413389,2374505,2097602,1026761,1070841,2353525,1574357,786007,632395,788350,636967,1269362,2648043,868262,6497,327705,2359,1115889,20564,17234,2534,526,338342,165026,173316,274394,330064,3153673,599697,661876,2260007
Harris,2022,Harris,Texas,48,201,48201,2022 1/5 Year ACS,50868,278853,2504,3550666,672330,1479763,1246052,1028621,69781,31762,38019,345584,176784,168800,3161,1774,1387,4780913,899519,475873,423646,2399168,2131839,1042047,1089792,2381745,1594084,797531,630550,796553,633710,1264260,2650074,872237,5624,330740,2357,868695,21156,27545,3206,804,348745,170187,178558,281357,333097,3186829,631852,686193,2304614
Harris,2023,Harris,Texas,48,201,48201,2023 1/5 Year ACS,44066,290249,2921,3595917,696197,1483200,1278295,1030073,60265,29416,30849,362037,186077,175960,3898,2209,1689,4835125,936371,501133,435238,2435062,2130515,1045998,1084517,2400063,1633986,818160,628545,815826,630797,1259342,2692911,890273,5099,339625,2552,607270,18816,35321,3754,1346,365935,177649,188286,293170,342177,3201139,643736,718835,2317622
Harris,2024,Harris,Texas,48,201,48201,2024 1/5 Year ACS,42592,312997,3031,3736682,713967,1579677,1306931,1029880,57408,28459,28949,381440,195636,185804,4249,2295,1954,5009302,956384,516315,440069,2522541,2255725,1107663,1148062,2486761,1672628,834027,625645,838601,632179,1257824,2711722,900450,4756,351368,2602,381213,18841,44973,4059,1647,385689,187758,197931,316028,353970,3336674,656776,742705,2429751
Lake,2014,Lake,Illinois,17,097,17097,2014 1/5 Year ACS,1139,36731,208,525873,34669,93523,436564,353401,1397,728,669,48971,24527,24444,353,193,160,705186,47042,24770,22272,353534,147933,71895,76038,351652,577264,288530,224437,288734,221116,445553,559329,46644,752,45556,341,109100,1982,645,385,12,49324,24604,24720,36939,45897,127922,47545,50218,89309
Lake,2015,Lake,Illinois,17,097,17097,2015 1/5 Year ACS,906,38348,230,527398,35763,95285,428444,351545,1095,576,519,50634,25986,24648,334,203,131,703910,48996,24746,24250,352564,149671,72867,76804,351346,563399,282116,221987,281283,219209,441196,557423,47253,619,47137,310,117553,1622,476,544,24,50968,24779,26189,38578,47447,140511,49548,51511,98954
Lake,2016,Lake,Illinois,17,097,17097,2016 1/5 Year ACS,916,39079,258,528854,34625,96681,409134,350267,1116,565,551,52572,27275,25297,353,252,101,703047,46836,24443,22393,351435,150882,73384,77498,351612,530524,265382,219956,265142,217895,437851,556282,46668,637,48172,310,115403,1423,479,518,43,52925,25398,27527,39337,48482,172523,48342,52535,119720
Lake,2017,Lake,Illinois,17,097,17097,2017 1/5 Year ACS,1107,41315,348,531707,36632,99391,404494,347817,1359,697,662,53963,27785,26178,401,285,116,703520,48157,24641,23516,351966,153833,74636,79197,351554,521507,259730,216733,261777,215119,431852,555582,46767,618,50070,314,109832,1203,741,390,87,54364,26294,28070,41663,50384,182013,50472,53408,127213
Lake,2018,Lake,Illinois,17,097,17097,2018 1/5 Year ACS,1375,43659,327,532137,34004,101153,405237,344459,1760,912,848,56758,30002,26756,397,335,62,700832,46360,24438,21922,350345,155394,75465,79929,350487,519328,259444,214195,259884,212392,426587,553029,46334,874,52499,308,106038,1155,886,502,89,57155,26818,30337,43986,52807,181504,49588,55687,126900
Lake,2019,Lake,Illinois,17,097,17097,2019 1/5 Year ACS,1677,42997,218,530410,34894,102507,404598,340361,2162,1072,1090,55381,28619,26762,285,204,81,696535,47300,24198,23102,348045,156272,75914,80358,348490,516918,255569,210522,261349,209398,419920,549332,45923,907,53654,196,99248,1462,1255,503,89,55666,26843,28823,43215,53850,179617,51035,54093,125812
Lake,2020,Lake,Illinois,17,097,17097,2020 1/5 Year ACS,1986,42594,273,530472,35023,100119,396231,343706,2775,1384,1391,56152,29387,26765,349,249,100,699682,47324,24561,22763,350168,153498,74660,78838,349514,508761,253871,213796,254890,211882,425678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56501,26865,29636,42867,NA,190921,51019,55581,134241
Lake,2020,Lake,Illinois,17,097,17097,2019 1/5 Year ACS,1677,42997,218,530410,34894,102507,404598,340361,2162,1072,1090,55381,28619,26762,285,204,81,696535,47300,24198,23102,348045,156272,75914,80358,348490,516918,255569,210522,261349,209398,419920,549332,45923,907,53654,196,99248,1462,1255,503,89,55666,26843,28823,43215,53850,179617,51035,54093,125812
Lake,2021,Lake,Illinois,17,097,17097,2021 1/5 Year ACS,2676,44851,325,544021,33201,110082,354260,335494,3887,1907,1980,59592,30558,29034,424,309,115,711239,44954,23053,21901,353564,164388,79845,84543,357675,439394,218056,204808,221338,206096,410904,554844,46346,899,58331,272,70970,1729,2988,471,152,60016,29149,30867,45176,58603,271845,53030,55827,189761
Lake,2022,Lake,Illinois,17,097,17097,2022 1/5 Year ACS,3586,46689,254,546931,35707,113746,351298,333188,5132,2401,2731,61231,31214,30017,365,228,137,709150,46536,22952,23584,350606,166774,80780,85994,358544,432684,216314,202166,216370,203753,405919,550703,46314,719,59847,256,58360,2000,4413,515,109,61596,30154,31442,46943,60103,276466,56469,56795,195633
Lake,2023,Lake,Illinois,17,097,17097,2023 1/5 Year ACS,4347,48565,256,546551,32322,122639,344887,324473,6319,2932,3387,62648,30997,31651,335,237,98,708760,43077,23578,19499,353395,178122,86586,91536,355365,426676,210433,195696,216243,198000,393696,538089,45108,450,59534,232,48933,2186,5869,659,103,62983,31749,31234,48821,59766,282084,54635,57744,201664
Lake,2024,Lake,Illinois,17,097,17097,2024 1/5 Year ACS,4627,50702,343,556444,38977,128235,353588,324765,6816,3085,3731,63923,32684,31239,432,333,99,718604,51507,25729,25778,357128,184484,89568,94916,361476,439044,220261,196492,218783,198022,394514,536592,45196,512,61505,296,35978,2446,6304,657,136,64355,31338,33017,51045,61801,279560,60847,61831,202856
Los Angeles,2014,Los Angeles,California,06,037,06037,2014 1/5 Year ACS,50253,1214108,21342,7813089,655459,3469586,4177611,2308569,63594,30022,33572,1449469,772783,676686,28601,14670,13931,10116705,830371,441421,388950,5133933,4897745,2456331,2441414,4982772,5313124,2663604,1339419,2649520,1355668,2695087,5173712,802132,18207,1377333,23921,2617668,30121,36202,17016,2153,1478070,690617,787453,1235450,1401254,4803581,1113139,1258896,3635478
Los Angeles,2015,Los Angeles,California,06,037,06037,2015 1/5 Year ACS,53553,1241975,21180,7890450,666770,3518952,4177833,2303511,71427,36317,35110,1471602,781867,689735,29126,16069,13057,10170292,836460,441787,394673,5160965,4926661,2471789,2454872,5009327,5285352,2649457,1334488,2635895,1352316,2686804,5196069,801739,18726,1401289,24657,2642769,29052,40614,17073,2419,1500728,702792,797936,1263155,1425946,4884940,1132575,1276040,3712617
Los Angeles,2016,Los Angeles,California,06,037,06037,2016 1/5 Year ACS,51919,1242648,20636,7884800,658481,3529648,4058748,2290033,65370,31441,33929,1474575,787965,686610,26104,12965,13139,10137915,826516,435219,391297,5143510,4918830,2467504,2451326,4994405,5093898,2548790,1324639,2545108,1342463,2667102,5195507,801182,18765,1413105,24439,2595670,30131,43906,18256,2371,1500679,699749,800930,1263284,1437544,5044017,1124975,1267590,3826052
Los Angeles,2017,Los Angeles,California,06,037,06037,2017 1/5 Year ACS,57019,1265757,20605,7938602,665704,3568234,4018947,2274661,73839,36893,36946,1500637,799308,701329,27950,15476,12474,10163507,823121,432773,390348,5153936,4939605,2475432,2464173,5009571,5047869,2523570,1313694,2524299,1331073,2644767,5212143,799579,19915,1442577,24950,2555853,29402,48296,17931,2741,1528587,713803,814784,1286362,1467527,5115638,1141097,1284450,3919655
Los Angeles,2018,Los Angeles,California,06,037,06037,2018 1/5 Year ACS,59442,1262506,21859,7916625,651665,3567921,4120206,2253337,76089,36668,39421,1492554,796461,696093,28376,14544,13832,10105518,811476,425878,385598,5122989,4915287,2463189,2452098,4982529,5184112,2596871,1298568,2587241,1321141,2619709,5204449,795505,20307,1451560,24821,2527807,28482,50220,18408,3108,1520930,709925,811005,1284365,1476381,4921406,1134944,1273551,3796419
Los Angeles,2019,Los Angeles,California,06,037,06037,2019 1/5 Year ACS,63121,1253917,20561,7894558,655088,3566542,4167325,2235367,81491,40239,41252,1474713,789066,685647,26307,13071,13236,10039107,811176,427087,384089,5089282,4881970,2447740,2434230,4949825,5234081,2621492,1287880,2612589,1309100,2596980,5193136,790252,20831,1454769,24597,2526673,30226,52562,18452,3123,1501020,698883,802137,1274478,1479366,4805026,1124224,1269463,3727233
Los Angeles,2020,Los Angeles,California,06,037,06037,2020 1/5 Year ACS,61292,1243340,20227,7862123,651221,3535227,3840253,2242018,78132,38680,39452,1488626,794118,694508,25068,12977,12091,10040682,810286,427046,383240,5091117,4851344,2432693,2418651,4949565,4795186,2398418,1291450,2396768,1311830,2603280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513694,706599,807095,1263567,NA,5245496,1129291,1272821,4021870
Los Angeles,2020,Los Angeles,California,06,037,06037,2019 1/5 Year ACS,63121,1253917,20561,7894558,655088,3566542,4167325,2235367,81491,40239,41252,1474713,789066,685647,26307,13071,13236,10039107,811176,427087,384089,5089282,4881970,2447740,2434230,4949825,5234081,2621492,1287880,2612589,1309100,2596980,5193136,790252,20831,1454769,24597,2526673,30226,52562,18452,3123,1501020,698883,802137,1274478,1479366,4805026,1124224,1269463,3727233
Los Angeles,2021,Los Angeles,California,06,037,06037,2021 1/5 Year ACS,129607,1225637,18759,7758369,606902,3579256,2432740,2086197,168537,82476,86061,1455775,773773,682002,22961,11693,11268,9829544,745491,388775,356716,4958636,4824989,2410067,2414922,4870908,2909096,1447305,1189983,1461791,1230483,2420466,5141016,766190,19571,1458140,21433,1831247,29023,79753,20421,2950,1478736,693270,785466,1244396,1479573,6920448,1136047,1256717,5325629
Los Angeles,2022,Los Angeles,California,06,037,06037,2022 1/5 Year ACS,113864,1233495,20099,7737356,603072,3574868,2411612,2062638,135624,65791,69833,1453709,771008,682701,24450,12913,11537,9721138,739392,384673,354719,4895546,4766616,2376146,2390470,4825592,2857095,1411653,1171183,1445442,1209083,2380266,5099096,753155,18662,1452646,20597,1432724,27838,92434,20988,2803,1478159,694238,783921,1253594,1473243,6864043,1118790,1234385,5325744
Los Angeles,2023,Los Angeles,California,06,037,06037,2023 1/5 Year ACS,119506,1256474,16961,7710575,608056,3533501,2445592,2052732,150410,72535,77875,1481627,783432,698195,21987,10458,11529,9663345,733060,384146,348914,4881856,4695902,2350899,2345003,4781489,2911951,1449849,1169024,1462102,1200875,2369899,5095037,742849,18057,1458413,19075,1011882,26290,107253,21733,2616,1503614,709724,793890,1273435,1477488,6751394,1136513,1250571,5264983
Los Angeles,2024,Los Angeles,California,06,037,06037,2024 1/5 Year ACS,124595,1280974,21778,7812235,607446,3601993,2462493,2049115,156370,77417,78953,1499019,796501,702518,26426,13946,12480,9757179,742084,389996,352088,4931110,4758285,2379953,2378332,4826069,2924398,1457203,1164197,1467195,1197155,2361352,5056393,727132,16982,1463532,19950,600814,24483,124657,23451,2659,1525445,714998,810447,1302752,1483482,6832781,1146039,1277860,5349742
Lucas,2014,Lucas,Ohio,39,095,39095,2014 1/5 Year ACS,1038,6253,137,334199,58287,17945,252518,244687,1300,685,615,8264,4116,4148,190,36,154,435286,79811,42091,37720,223921,29212,14770,14442,211365,315169,161285,155780,153884,147772,303552,410038,81211,1034,7047,115,13025,1599,266,169,75,8454,4302,4152,6390,7162,120117,42637,46928,81681
Lucas,2015,Lucas,Ohio,39,095,39095,2015 1/5 Year ACS,1035,6247,96,333060,59346,18215,250920,242939,1297,689,608,8472,4463,4009,141,61,80,433689,81256,43714,37542,223311,29536,14746,14790,210378,313961,160368,154474,153593,146882,301356,407703,80734,1002,7002,96,12577,1448,295,410,45,8613,4089,4524,6343,7098,119728,42239,48927,82140
Lucas,2016,Lucas,Ohio,39,095,39095,2016 1/5 Year ACS,978,5965,77,332773,60654,18577,250525,241136,1217,584,633,7577,3896,3681,89,27,62,432488,82833,42897,39936,222555,29967,15335,14632,209933,313144,160411,153122,152733,145388,298510,405788,81711,947,7250,77,13136,1400,270,327,12,7666,3743,3923,6042,7327,119344,44312,47404,82248
Lucas,2017,Lucas,Ohio,39,095,39095,2017 1/5 Year ACS,886,5774,123,331505,59688,19151,248536,238885,1163,549,614,7345,3944,3401,139,79,60,430887,81970,43415,38555,221629,30593,15127,15466,209258,310509,159817,151627,150692,143495,295122,403845,81098,984,7369,108,13353,1301,179,387,31,7484,3461,4023,5897,7477,120378,42630,47987,82969
Lucas,2018,Lucas,Ohio,39,095,39095,2018 1/5 Year ACS,913,6128,126,331337,59632,19824,246711,237181,1194,467,727,7758,4129,3629,148,90,58,429899,80289,42739,37550,221448,31270,15750,15520,208451,306634,157676,149832,148958,142560,292392,402169,80556,895,7355,117,13755,1179,299,403,31,7906,3687,4219,6254,7472,123265,41964,47425,84626
Lucas,2019,Lucas,Ohio,39,095,39095,2019 1/5 Year ACS,912,6067,122,330356,59444,20129,247759,236777,1088,420,668,7440,3921,3519,129,83,46,428348,81931,44523,37408,221499,31604,15911,15693,206849,309082,158622,149900,150460,141959,291859,400480,81000,703,7187,112,14940,1120,385,253,17,7569,3565,4004,6189,7299,119266,41641,48947,82597
Lucas,2020,Lucas,Ohio,39,095,39095,2020 1/5 Year ACS,1090,6130,118,331291,60095,19730,246563,237410,1331,597,734,7376,3893,3483,128,78,50,430319,81339,43396,37943,221922,31680,15993,15687,208397,306681,157994,150281,148687,142035,292316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,3533,3971,6248,NA,123638,42210,47964,84728
